card_cm_bank60m_pct,card_cm_bank24m_pct
-1.0,-1.0
0.7140000000000001,0.14300000000000002
0.333,0.222
-1.0,-1.0
1.0,0.857
0.75,0.75
0.333,0.0
1.0,0.25
-1.0,-1.0
0.333,0.0
1.0,0.5
-1.0,-1.0
0.0,0.0
-1.0,-1.0
0.5,0.0
1.0,0.0
0.0,0.0
0.917,0.333
-1.0,-1.0
1.0,0.375
1.0,1.0
1.0,1.0
1.0,1.0
0.636,0.091
1.0,1.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
0.0,0.0
0.25,0.0
1.0,1.0
0.5710000000000001,0.0
-1.0,-1.0
1.0,0.0
0.5,0.0
0.5,0.5
1.0,0.0
0.5,0.5
0.2,0.2
0.667,0.667
-1.0,-1.0
1.0,1.0
0.0,0.0
0.7,0.4
-1.0,-1.0
0.0,0.0
-1.0,-1.0
0.444,0.222
-1.0,-1.0
1.0,1.0
-1.0,-1.0
-1.0,-1.0
0.457,0.057
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
1.0,1.0
1.0,0.0
0.0,0.0
0.778,0.556
0.0,0.0
0.053,0.053
1.0,0.0
-1.0,-1.0
-1.0,-1.0
0.214,0.0
0.0,0.0
0.28600000000000003,0.0
1.0,1.0
0.316,0.0
0.789,0.211
-1.0,-1.0
1.0,0.0
0.429,0.0
0.9,0.85
1.0,1.0
1.0,0.667
1.0,1.0
-1.0,-1.0
0.812,0.438
0.111,0.0
-1.0,-1.0
0.0,0.0
0.2,0.2
0.0,0.0
-1.0,-1.0
-1.0,-1.0
1.0,0.389
0.9,0.9
0.087,0.0
1.0,1.0
1.0,0.765
1.0,0.8
-1.0,-1.0
1.0,1.0
0.333,0.333
0.625,0.562
0.8,0.2
-1.0,-1.0
0.375,0.0
0.5,0.0
0.5,0.333
0.75,0.25
0.3,0.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
1.0,0.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
0.833,0.667
-1.0,-1.0
0.889,0.16699999999999998
1.0,0.0
0.25,0.0
-1.0,-1.0
-1.0,-1.0
1.0,1.0
0.0,0.0
1.0,0.0
0.625,0.125
-1.0,-1.0
0.7140000000000001,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.889,0.556
-1.0,-1.0
0.0,0.0
0.5,0.25
0.8,0.5
0.0,0.0
-1.0,-1.0
-1.0,-1.0
0.5,0.2
0.9,0.2
0.778,0.444
0.667,0.444
0.125,0.042
-1.0,-1.0
0.5,0.0
1.0,0.625
1.0,0.6
1.0,0.0
1.0,0.0
-1.0,-1.0
1.0,0.5
0.667,0.083
0.5,0.16699999999999998
-1.0,-1.0
0.111,0.111
1.0,0.0
-1.0,-1.0
1.0,1.0
-1.0,-1.0
1.0,0.0
0.75,0.0
0.0,0.0
-1.0,-1.0
0.923,0.038
1.0,0.846
-1.0,-1.0
-1.0,-1.0
1.0,0.429
1.0,0.2
1.0,0.0
-1.0,-1.0
-1.0,-1.0
0.364,0.091
0.0,0.0
0.333,0.0
1.0,0.5
1.0,1.0
0.5,0.5
-1.0,-1.0
1.0,0.0
0.0,0.0
1.0,0.14300000000000002
1.0,0.0
1.0,0.0
0.4,0.0
-1.0,-1.0
1.0,0.375
-1.0,-1.0
-1.0,-1.0
0.7,0.2
-1.0,-1.0
-1.0,-1.0
1.0,0.25
1.0,0.5710000000000001
0.0,0.0
1.0,1.0
-1.0,-1.0
-1.0,-1.0
0.72,0.28
0.429,0.214
0.75,0.25
0.0,0.0
-1.0,-1.0
0.556,0.111
0.875,0.125
0.812,0.25
0.55,0.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
1.0,0.9
-1.0,-1.0
0.87,0.043
0.25,0.25
0.857,0.429
-1.0,-1.0
1.0,0.0
0.0,0.0
0.667,0.333
0.889,0.111
1.0,1.0
0.056,0.028
-1.0,-1.0
1.0,0.9
0.0,0.0
-1.0,-1.0
1.0,1.0
1.0,0.5379999999999999
0.889,0.037000000000000005
1.0,0.0
1.0,0.25
0.308,0.154
-1.0,-1.0
0.591,0.455
1.0,1.0
0.9,0.7
1.0,0.182
1.0,0.0
0.7140000000000001,0.429
1.0,0.333
0.8,0.1
1.0,0.385
-1.0,-1.0
0.5,0.5
1.0,1.0
-1.0,-1.0
1.0,0.0
0.5,0.5
1.0,0.0
1.0,0.0
-1.0,-1.0
-1.0,-1.0
1.0,1.0
-1.0,-1.0
-1.0,-1.0
1.0,0.5710000000000001
0.7140000000000001,0.5710000000000001
1.0,0.312
0.833,0.083
1.0,0.5
-1.0,-1.0
1.0,0.0
-1.0,-1.0
1.0,1.0
0.818,0.636
0.28600000000000003,0.28600000000000003
-1.0,-1.0
0.684,0.053
-1.0,-1.0
-1.0,-1.0
1.0,0.5
1.0,0.0
1.0,0.4
1.0,1.0
-1.0,-1.0
1.0,0.625
1.0,0.7
0.5,0.5
1.0,1.0
0.0,0.0
0.4,0.2
-1.0,-1.0
-1.0,-1.0
1.0,0.5
-1.0,-1.0
0.75,0.0
1.0,1.0
-1.0,-1.0
-1.0,-1.0
1.0,0.333
1.0,1.0
0.111,0.111
0.0,0.0
1.0,0.75
0.0,0.0
0.889,0.556
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
1.0,0.0
0.471,0.0
0.125,0.0
1.0,1.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
1.0,0.6
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
1.0,0.778
1.0,0.136
1.0,1.0
1.0,0.222
1.0,1.0
0.0,0.0
0.737,0.526
0.875,0.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
0.75,0.0
1.0,0.053
0.444,0.0
-1.0,-1.0
0.667,0.333
-1.0,-1.0
1.0,0.0
1.0,0.733
-1.0,-1.0
0.333,0.0
1.0,0.0
0.0,0.0
-1.0,-1.0
0.0,0.0
0.929,0.429
0.667,0.333
0.8,0.2
0.0,0.0
1.0,1.0
-1.0,-1.0
-1.0,-1.0
0.067,0.0
0.28600000000000003,0.0
0.0,0.0
0.5,0.5
-1.0,-1.0
1.0,0.5
1.0,0.0
1.0,0.8
0.333,0.16699999999999998
1.0,1.0
0.333,0.333
1.0,0.0
0.0,0.0
-1.0,-1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.333
0.75,0.75
1.0,1.0
1.0,1.0
1.0,0.812
1.0,0.667
-1.0,-1.0
0.8,0.6
-1.0,-1.0
0.556,0.333
1.0,0.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
1.0,0.0
1.0,0.2
1.0,1.0
1.0,0.333
0.727,0.0
0.333,0.0
0.436,0.051
-1.0,-1.0
1.0,1.0
-1.0,-1.0
0.5,0.1
0.0,0.0
0.5,0.4
1.0,0.0
0.0,0.0
0.4,0.1
0.7140000000000001,0.7140000000000001
0.8,0.7
0.6,0.0
0.0,0.0
-1.0,-1.0
0.667,0.0
0.846,0.154
0.8,0.8
0.0,0.0
1.0,0.0
1.0,0.0
0.8,0.4
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
1.0,0.333
-1.0,-1.0
-1.0,-1.0
0.5,0.5
0.259,0.222
0.667,0.333
0.5,0.16699999999999998
-1.0,-1.0
1.0,0.375
1.0,0.35700000000000004
1.0,0.0
0.333,0.0
-1.0,-1.0
1.0,0.8
0.077,0.077
-1.0,-1.0
0.125,0.125
-1.0,-1.0
1.0,1.0
0.833,0.0
0.125,0.125
0.6,0.0
0.5,0.0
0.0,0.0
0.467,0.067
-1.0,-1.0
1.0,0.0
0.429,0.28600000000000003
1.0,0.0
1.0,0.0
0.5379999999999999,0.462
0.5,0.5
0.0,0.0
0.947,0.0
1.0,0.667
1.0,1.0
0.5,0.0
0.0,0.0
0.304,0.304
0.4,0.2
-1.0,-1.0
0.25,0.16699999999999998
0.222,0.0
0.647,0.17600000000000002
1.0,0.0
0.882,0.235
0.059,0.0
-1.0,-1.0
0.625,0.625
-1.0,-1.0
0.75,0.625
1.0,0.0
1.0,0.5
0.917,0.583
-1.0,-1.0
0.2,0.0
1.0,1.0
0.25,0.25
-1.0,-1.0
-1.0,-1.0
0.0,0.0
-1.0,-1.0
1.0,0.333
0.5,0.0
1.0,0.0
0.875,0.0
0.222,0.111
-1.0,-1.0
-1.0,-1.0
0.75,0.0
0.109,0.0
0.545,0.0
1.0,0.2
0.2,0.2
1.0,0.0
1.0,0.0
-1.0,-1.0
-1.0,-1.0
0.375,0.083
0.2,0.0
0.417,0.083
1.0,0.333
0.0,0.0
1.0,0.154
1.0,0.0
1.0,0.5
1.0,0.071
1.0,1.0
1.0,0.0
0.333,0.0
0.16699999999999998,0.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
0.0,0.0
0.0,0.0
1.0,0.0
-1.0,-1.0
1.0,0.0
0.455,0.091
-1.0,-1.0
0.133,0.067
0.6,0.4
0.75,0.0
0.333,0.0
0.0,0.0
1.0,1.0
1.0,0.5
1.0,0.0
0.5,0.0
1.0,1.0
0.0,0.0
1.0,0.667
1.0,0.0
1.0,0.519
0.0,0.0
1.0,1.0
1.0,0.333
0.0,0.0
0.0,0.0
0.833,0.16699999999999998
1.0,1.0
1.0,1.0
-1.0,-1.0
-1.0,-1.0
0.5,0.16699999999999998
1.0,0.333
0.5,0.0
0.333,0.333
1.0,0.385
-1.0,-1.0
1.0,1.0
1.0,0.667
0.923,0.308
1.0,0.0
0.429,0.14300000000000002
-1.0,-1.0
0.957,0.0
0.667,0.0
1.0,0.25
1.0,1.0
0.7140000000000001,0.429
0.5329999999999999,0.0
0.6,0.3
1.0,0.75
1.0,1.0
0.9,0.2
0.25,0.25
-1.0,-1.0
0.0,0.0
1.0,1.0
-1.0,-1.0
0.0,0.0
1.0,0.5710000000000001
0.333,0.0
-1.0,-1.0
-1.0,-1.0
1.0,0.0
1.0,1.0
0.769,0.5379999999999999
0.429,0.28600000000000003
0.333,0.0
-1.0,-1.0
0.8,0.0
0.1,0.0
0.0,0.0
1.0,0.0
0.6,0.6
0.75,0.0
0.0,0.0
-1.0,-1.0
-1.0,-1.0
1.0,0.6920000000000001
0.769,0.5379999999999999
-1.0,-1.0
1.0,0.25
-1.0,-1.0
0.2,0.2
-1.0,-1.0
1.0,0.0
1.0,1.0
-1.0,-1.0
1.0,0.333
1.0,1.0
-1.0,-1.0
-1.0,-1.0
1.0,0.2
0.0,0.0
0.621,0.138
0.8420000000000001,0.105
0.333,0.0
1.0,1.0
1.0,0.769
-1.0,-1.0
1.0,0.0
0.8640000000000001,0.0
-1.0,-1.0
1.0,1.0
1.0,0.278
0.2,0.2
1.0,0.667
0.556,0.222
-1.0,-1.0
0.5710000000000001,0.14300000000000002
1.0,0.125
0.35700000000000004,0.14300000000000002
0.385,0.077
-1.0,-1.0
1.0,0.125
0.833,0.333
1.0,0.762
0.0,0.0
-1.0,-1.0
0.917,0.0
1.0,0.0
1.0,0.0
1.0,0.4
0.25,0.0
1.0,0.75
1.0,0.0
1.0,0.5
1.0,1.0
0.6,0.6
-1.0,-1.0
1.0,0.0
0.333,0.333
1.0,0.0
0.0,0.0
0.75,0.375
0.6,0.4
1.0,0.0
1.0,1.0
0.5,0.0
-1.0,-1.0
1.0,0.0
0.895,0.368
1.0,0.0
0.929,0.071
0.214,0.0
1.0,1.0
-1.0,-1.0
0.0,0.0
0.955,0.182
-1.0,-1.0
1.0,0.0
-1.0,-1.0
1.0,0.3
-1.0,-1.0
1.0,1.0
1.0,1.0
0.75,0.25
1.0,0.333
1.0,1.0
-1.0,-1.0
0.759,0.414
-1.0,-1.0
0.5,0.5
1.0,0.28600000000000003
-1.0,-1.0
0.885,0.231
-1.0,-1.0
1.0,0.0
0.25,0.25
-1.0,-1.0
0.667,0.667
0.333,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.333,0.0
1.0,1.0
0.8,0.8
1.0,1.0
-1.0,-1.0
0.75,0.75
0.938,0.0
0.875,0.125
-1.0,-1.0
