card_cm_bank60m_pct,card_cm_bank24m_pct
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
1.0,0.5
0.0,0.0
0.0,0.0
-1.0,-1.0
-1.0,-1.0
1.0,1.0
-1.0,-1.0
1.0,0.0
1.0,0.0
-1.0,-1.0
-1.0,-1.0
1.0,0.0
1.0,0.4
-1.0,-1.0
-1.0,-1.0
1.0,0.0
-1.0,-1.0
1.0,1.0
0.6,0.2
0.938,0.125
0.2,0.0
0.5,0.5
0.364,0.091
0.75,0.188
1.0,0.667
-1.0,-1.0
1.0,0.0
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
1.0,0.462
1.0,0.053
0.4,0.2
1.0,1.0
-1.0,-1.0
1.0,0.0
-1.0,-1.0
0.3,0.075
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
1.0,0.2
0.5710000000000001,0.0
0.765,0.118
-1.0,-1.0
0.75,0.0
0.16699999999999998,0.0
0.7140000000000001,0.0
